id,code,name,parent_id/id,level,is_debt_account,is_general_account,account_type,allowed_compare,chart_template_id/id
chart411121,411121,Cổ phiếu ưu đãi: vốn góp,chart41112,4,0,0,equity,,l10n_vn.vn_template
chart411122,411122,Cổ phiếu ưu đãi: nợ phải trả,chart41112,4,0,0,equity,,l10n_vn.vn_template
chart4112,4112,Thặng dư vốn cổ phần,chart411,2,0,0,equity,,l10n_vn.vn_template
chart4113,4113,Quyền chọn chuyển đổi trái phiếu,chart411,2,0,0,equity,,l10n_vn.vn_template
chart4118,4118,Vốn khác,chart411,2,0,0,equity,,l10n_vn.vn_template
chart412,412,Chênh lệch đánh giá lại tài sản,,1,0,0,equity,,l10n_vn.vn_template
chart413,413,Chênh lệch tỷ giá,,1,0,1,equity,,l10n_vn.vn_template
chart4131,4131,Chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,chart413,2,0,0,equity,,l10n_vn.vn_template
chart4132,4132,Chênh lệch tỷ giá hối đoái trong giai đoạn trước hoạt động,chart413,2,0,0,equity,,l10n_vn.vn_template
chart414,414,Quỹ đầu tư phát triển,,1,0,0,equity,,l10n_vn.vn_template
chart417,417,Quỹ hỗ trợ sắp xếp doanh nghiệp,,1,0,0,equity,,l10n_vn.vn_template
chart418,418,Các quỹ khác thuộc vốn chủ sở hữu,,1,0,0,equity,,l10n_vn.vn_template
chart419,419,Cổ phiếu ngân quỹ,,1,0,0,equity,,l10n_vn.vn_template
chart421,421,Lợi nhuận sau thuế chưa phân phối,,1,0,1,equity,,l10n_vn.vn_template
chart4211,4211,Lợi nhuận sau thuế chưa phân phối năm trước,chart421,2,0,0,equity,,l10n_vn.vn_template
chart4212,4212,Lợi nhuận sau thuế chưa phân phối năm nay,chart421,2,0,0,equity,,l10n_vn.vn_template
chart441,441,Nguồn vốn đầu tư XDCB,,1,0,1,equity,,l10n_vn.vn_template
chart4411,4411,Vốn ngân sách,chart441,2,0,0,equity,,l10n_vn.vn_template
chart4412,4412,Vốn tự có,chart441,2,0,0,equity,,l10n_vn.vn_template
chart461,461,Nguồn kinh phí sự nghiệp,,1,0,1,equity,,l10n_vn.vn_template
chart4611,4611,Nguồn KP sự nghiệp: Năm trước,chart461,2,0,0,equity,,l10n_vn.vn_template
chart4612,4612,Nguồn KP sự nghiệp: Năm nay,chart461,2,0,0,equity,,l10n_vn.vn_template
chart466,466,Nguồn kinh phí đã hình thành TSCĐ,,1,0,0,equity,,l10n_vn.vn_template
chart511,511,Doanh thu bán hàng và cung cấp dịch vụ,,1,0,1,income,,l10n_vn.vn_template
chart5111,5111,Doanh thu bán hàng hóa,chart511,2,0,1,income,,l10n_vn.vn_template
chart51111,51111,Doanh thu bán hàng hóa: bên ngoài,chart5111,3,0,0,income,,l10n_vn.vn_template
chart51112,51112,Doanh thu bán hàng hóa: nội bộ,chart5111,3,0,0,income,,l10n_vn.vn_template
chart5112,5112,Doanh thu bán các thành phẩm,chart511,2,0,1,income,,l10n_vn.vn_template
chart51121,51121,Doanh thu bán các thành phẩm: bên ngoài,chart5112,3,0,0,income,,l10n_vn.vn_template
chart51122,51122,Doanh thu bán các thành phẩm: nội bộ,chart5112,3,0,0,income,,l10n_vn.vn_template
chart5113,5113,Doanh thu cung cấp dịch vụ,chart511,2,0,1,income,,l10n_vn.vn_template
chart51131,51131,Doanh thu cung cấp dịch vụ: bên ngoài,chart5113,3,0,0,income,,l10n_vn.vn_template
chart51132,51132,Doanh thu cung cấp dịch vụ: nội bộ,chart5113,3,0,0,income,,l10n_vn.vn_template
chart5114,5114,"Doanh thu trợ cấp, trợ giá",chart511,2,0,0,income,,l10n_vn.vn_template
chart5117,5117,Doanh thu kinh doanh bất động sản đầu tư,chart511,2,0,0,income,,l10n_vn.vn_template
chart5118,5118,Doanh thu khác,chart511,2,0,1,income,,l10n_vn.vn_template
chart51181,51181,Doanh thu khác: bên ngoài,chart5118,3,0,0,income,,l10n_vn.vn_template
chart51182,51182,Doanh thu khác: nội bộ,chart5118,3,0,0,income,,l10n_vn.vn_template
chart515,515,Doanh thu hoạt động tài chính,,1,0,1,income,,l10n_vn.vn_template
chart5151,5151,"Lãi tiền cho vay, tiền gởi",chart515,2,0,0,income,,l10n_vn.vn_template
chart5152,5152,Chênh lệch lãi tỷ giá phát sinh trong kỳ,chart515,2,0,0,income,,l10n_vn.vn_template
chart5153,5153,Cổ tức và lợi nhuận được chia,chart515,2,0,0,income,,l10n_vn.vn_template
chart5154,5154,Lãi do bán các loại chứng khoán,chart515,2,0,0,income,,l10n_vn.vn_template
chart5155,5155,Lãi bán ngoại tệ,chart515,2,0,0,income,,l10n_vn.vn_template
chart5156,5156,Lãi bán hàng trả chậm,chart515,2,0,0,income,,l10n_vn.vn_template
chart5157,5157,Chiết khấu thanh toán được hưởng,chart515,2,0,0,income,,l10n_vn.vn_template
chart5158,5158,Lãi chênh lệch tỷ giá do đánh giá lại,chart515,2,0,0,income,,l10n_vn.vn_template
chart521,521,Các khoản giảm trừ doanh thu,,1,0,1,income,,l10n_vn.vn_template
chart5211,5211,Chiết khấu thương mại,chart521,2,0,1,income,,l10n_vn.vn_template
chart52111,52111,Chiết khấu thương mại: hàng hoá,chart5211,3,0,0,income,,l10n_vn.vn_template
chart52112,52112,Chiết khấu thương mại: thành phẩm,chart5211,3,0,0,income,,l10n_vn.vn_template
chart52113,52113,Chiết khấu thương mại: dịch vụ,chart5211,3,0,0,income,,l10n_vn.vn_template
chart5212,5212,Giảm giá hàng bán,chart521,2,0,1,income,,l10n_vn.vn_template
chart52121,52121,Giảm giá hàng bán: hàng hoá,chart5212,3,0,0,income,,l10n_vn.vn_template
chart52122,52122,Giảm giá hàng bán: thành phẩm,chart5212,3,0,0,income,,l10n_vn.vn_template
chart52123,52123,Giảm giá hàng bán: dịch vụ,chart5212,3,0,0,income,,l10n_vn.vn_template
chart5213,5213,Hàng bán bị trả lại,chart521,2,0,1,income,,l10n_vn.vn_template
chart52131,52131,Hàng bán bị trả lại: hàng hóa,chart5213,3,0,0,income,,l10n_vn.vn_template
chart52132,52132,Hàng bán bị trả lại: thành phẩm,chart5213,3,0,0,income,,l10n_vn.vn_template
chart52133,52133,Hàng bán bị trả lại: dịch vụ,chart5213,3,0,0,income,,l10n_vn.vn_template
chart611,611,Mua hàng,,1,0,1,expense,,l10n_vn.vn_template
chart6111,6111,Mua nguyên vật liệu,chart611,2,0,0,expense,,l10n_vn.vn_template
chart6112,6112,Mua hàng hóa,chart611,2,0,0,expense,,l10n_vn.vn_template
chart621,621,Chi phí NVL trực tiếp,,1,0,0,expense,,l10n_vn.vn_template
chart622,622,Chi phí nhân công trực tiếp,,1,0,0,expense,,l10n_vn.vn_template
chart623,623,Chi phí sử dụng máy thi công,,1,0,1,expense,,l10n_vn.vn_template
chart6231,6231,Chi phí nhân công,chart623,2,0,0,expense,,l10n_vn.vn_template
chart6232,6232,Chi phí vật liệu,chart623,2,0,0,expense,,l10n_vn.vn_template
chart6233,6233,Chi phí dụng cụ sản xuất,chart623,2,0,0,expense,,l10n_vn.vn_template
chart6234,6234,Chi phí khấu hao máy thi công,chart623,2,0,0,expense,,l10n_vn.vn_template
chart6237,6237,Chi phí dịch vụ mua ngoài,chart623,2,0,0,expense,,l10n_vn.vn_template
chart6238,6238,Chi phí khác bằng tiền,chart623,2,0,0,expense,,l10n_vn.vn_template
chart627,627,Chi phí sản xuất chung,,1,0,1,expense,,l10n_vn.vn_template
chart6271,6271,Chi phí nhân viên phân xưởng,chart627,2,0,0,expense,,l10n_vn.vn_template
chart6272,6272,Chi phí vật liệu,chart627,2,0,0,expense,,l10n_vn.vn_template
chart6273,6273,Chi phí dụng cụ sản xuất,chart627,2,0,0,expense,,l10n_vn.vn_template
chart6274,6274,Chi phí khấu hao TSCĐ,chart627,2,0,0,expense,,l10n_vn.vn_template
chart6277,6277,Chi phí dịch vụ mua ngoài,chart627,2,0,0,expense,,l10n_vn.vn_template
chart6278,6278,Chi phí bằng tiền khác,chart627,2,0,0,expense,,l10n_vn.vn_template
chart631,631,Giá thành sản xuất,,1,0,0,expense,,l10n_vn.vn_template
chart632,632,Giá vốn hàng bán,,1,0,1,expense_direct_cost,,l10n_vn.vn_template
chart6321,6321,"Giá vốn hàng bán: hàng hoá, thành phẩm, dịch vụ",chart632,2,0,1,expense_direct_cost,,l10n_vn.vn_template
chart63211,63211,Giá vốn hàng bán: hàng hoá,chart6321,3,0,0,expense_direct_cost,,l10n_vn.vn_template
chart63212,63212,Giá vốn hàng bán: thành phẩm,chart6321,3,0,0,expense_direct_cost,,l10n_vn.vn_template
chart63213,63213,Giá vốn hàng bán: dịch vụ,chart6321,3,0,0,expense_direct_cost,,l10n_vn.vn_template
chart63218,63218,Giá vốn hàng bán: khác,chart6321,3,0,0,expense_direct_cost,,l10n_vn.vn_template
chart6322,6322,Giá vốn và chi phí l.quan đến BĐS đầu tư,chart632,2,0,0,expense_direct_cost,,l10n_vn.vn_template
chart6323,6323,"Giá trị còn lại, chi phí nhượng bán, thanh lý của BĐS đầu tư",chart632,2,0,0,expense_direct_cost,,l10n_vn.vn_template
chart6324,6324,Giá trị hàng tồn kho mất mát trong kỳ,chart632,2,0,0,expense_direct_cost,,l10n_vn.vn_template
chart6325,6325,Các khoản chi phí vượt mức bình thường khác được tính trực tiếp vào giá vốn,chart632,2,0,0,expense_direct_cost,,l10n_vn.vn_template
chart6326,6326,Dự phòng giảm giá hàng tồn kho,chart632,2,0,0,expense_direct_cost,,l10n_vn.vn_template
chart635,635,Chi phí tài chính,,1,0,1,expense,,l10n_vn.vn_template
chart6351,6351,Chênh lệch lỗ tỷ giá phát sinh trong kỳ,chart635,2,0,0,expense,,l10n_vn.vn_template
chart6352,6352,Chi phí lãi vay,chart635,2,0,0,expense,,l10n_vn.vn_template
chart6353,6353,Lỗ chênh lệch tỷ giá do đánh giá lại,chart635,2,0,0,expense,,l10n_vn.vn_template
chart6354,6354,Lỗ do bán các loại chứng khoán,chart635,2,0,0,expense,,l10n_vn.vn_template
chart6355,6355,Chiết khấu thanh toán cho người mua,chart635,2,0,0,expense,,l10n_vn.vn_template
chart6356,6356,Lãi mua hàng trả chậm,chart635,2,0,0,expense,,l10n_vn.vn_template
chart6357,6357,Dự phòng giảm giá chứng khoán kinh doanh và tổn thất đầu tư,chart635,2,0,0,expense,,l10n_vn.vn_template
chart6358,6358,Chi phí tài chính khác,chart635,2,0,0,expense,,l10n_vn.vn_template
chart641,641,Chi phí bán hàng,,1,0,1,expense,,l10n_vn.vn_template
chart6411,6411,Chi phí nhân viên,chart641,2,0,0,expense,,l10n_vn.vn_template
chart6412,6412,"Chi phí vật liệu, bao bì",chart641,2,0,0,expense,,l10n_vn.vn_template
chart6413,6413,"Chi phí dụng cụ, đồ dùng",chart641,2,0,0,expense,,l10n_vn.vn_template
chart6414,6414,Chi phí khấu hao TSCĐ,chart641,2,0,0,expense,,l10n_vn.vn_template
chart6415,6415,Chi phí bảo hành,chart641,2,0,0,expense,,l10n_vn.vn_template
chart6417,6417,Chi phí dịch vụ mua ngoài,chart641,2,0,0,expense,,l10n_vn.vn_template
chart6418,6418,Chi phí bằng tiền khác,chart641,2,0,0,expense,,l10n_vn.vn_template
chart642,642,Chi phí quản lý doanh nghiệp,,1,0,1,expense,,l10n_vn.vn_template
chart6421,6421,Chi phí nhân viên quản lý,chart642,2,0,0,expense,,l10n_vn.vn_template
chart6422,6422,Chi phí vật liệu quản lý,chart642,2,0,0,expense,,l10n_vn.vn_template
chart6423,6423,Chi phí đồ dùng văn phòng,chart642,2,0,0,expense,,l10n_vn.vn_template
chart6424,6424,Chi phí khấu hao TSCĐ,chart642,2,0,0,expense,,l10n_vn.vn_template
chart6425,6425,"Thuế, phí và lệ phí",chart642,2,0,0,expense,,l10n_vn.vn_template
chart6426,6426,Chi phí dự phòng,chart642,2,0,0,expense,,l10n_vn.vn_template
chart6427,6427,Chi phí dịch vụ mua ngoài,chart642,2,0,0,expense,,l10n_vn.vn_template
chart6428,6428,Chi phí bằng tiền khác,chart642,2,0,0,expense,,l10n_vn.vn_template
chart711,711,Thu nhập khác,,1,0,1,income,,l10n_vn.vn_template
chart7111,7111,"Thu nhập khác: được thưởng, bồi thường",chart711,2,0,0,income,,l10n_vn.vn_template
chart7112,7112,"Thu nhập khác: thanh lý, nhượng bán TSCĐ",chart711,2,0,0,income,,l10n_vn.vn_template
chart7113,7113,Lãi do đánh giá lại tài sản,chart711,2,0,0,income,,l10n_vn.vn_template
chart7114,7114,Thuế được giảm,chart711,2,0,0,income,,l10n_vn.vn_template
chart7118,7118,Thu nhập khác,chart711,2,0,0,income,,l10n_vn.vn_template
chart811,811,Chi phí khác,,1,0,1,expense,,l10n_vn.vn_template
chart8111,8111,"Chi phí khác: bồi thường, bị phạt và CP khác",chart811,2,0,0,expense,,l10n_vn.vn_template
chart8112,8112,"Chi phí khác: thanh lý, nhượng bán TSCĐ",chart811,2,0,0,expense,,l10n_vn.vn_template
chart8113,8113,Lỗ do đánh giá lại tài sản;,chart811,2,0,0,expense,,l10n_vn.vn_template
chart8118,8118,Chi phí khác,chart811,2,0,0,expense,,l10n_vn.vn_template
chart821,821,Chi phí thuế thu nhập doanh nghiệp,,1,0,1,expense,,l10n_vn.vn_template
chart8211,8211,Chi phí thuế TNDN hiện hành,chart821,2,0,0,expense,,l10n_vn.vn_template
chart8212,8212,Chi phí thuế TNDN hoãn lại,chart821,2,0,0,expense,,l10n_vn.vn_template
chart911,911,Xác định kết quả kinh doanh,,1,0,0,equity_unaffected,,l10n_vn.vn_template
chartN001,N001,Tài sản thuê ngoài,,1,0,0,off_balance,,l10n_vn.vn_template
chartN002,N002,"Vật tư, hàng hóa giữ hộ, nhận gia công",,1,0,0,off_balance,,l10n_vn.vn_template
chartN003,N003,"Hàng hóa nhận bán hộ, nhận ký gửi, ký cược",,1,0,0,off_balance,,l10n_vn.vn_template
chartN004,N004,Nợ khó đòi đã xử lý,,1,0,0,off_balance,,l10n_vn.vn_template
chartN007,N007,Ngoại tệ các loại,,1,0,0,off_balance,,l10n_vn.vn_template
chartN008,N008,"Dự toán chi sự nghiệp, dự án",,1,0,0,off_balance,,l10n_vn.vn_template
